Source,Dimension,SWOT,Text,Code,DocSources
KII FGD,Institutional Anchoring,Weakness,"[Name Change Semantics] The name change from ATA to ATI was primarily due to government reforms distinguishing regulatory bodies (agencies) from other institutions (institutes), with no change in core mandate but potentially semantic confusion.",Name Change Semantics,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Institutional Anchoring,Weakness,"[Reporting Structure History] Historically, while there's a belief ATI reported to the PM's office, Fernando expresses doubts, stating it was always an affiliated institution of the Ministry of Agriculture.",Reporting Structure Shift,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Institutional Anchoring,Weakness,"[Legal Terminology] Terminology like ""agency"" can have legal implications depending on a country's stage of development, potentially starting with a ""unit"" or ""office"" before a legally established ""agency"".",Legal Terminology,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Institutional Anchoring,Weakness,[Diluted Ownership] The shift to ATO staff holding EAT contracts potentially diluted government ownership compared to a grantee model.,Lack of Ownership,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Institutional Anchoring,Weakness,"[Infrastructure Limitations] Infrastructure limitations in rural areas (roads, electricity) pose major bottlenecks.",Infrastructure Limitations,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Institutional Anchoring,Weakness,"[Legal Identity Needs] Farmers in ACC need legal identity, which is a bottleneck affecting production and productivity.",Legal Identity Needs,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Institutional Anchoring,Weakness,"[Research Focus Shift] ATI's role is now more focused on conducting research through studies rather than practical, experimental research on the ground.",Research Focus Shift,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Institutional Anchoring,Opportunity,"[Tailored Terminology] Adapting terminology (""unit,"" ""office,"" ""institute,"" ""agency"") based on country's maturity and political engagement is the best approach.",Tailored Terminology,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Institutional Anchoring,Threat,[Security Challenges] Security challenges are an internal but significant bottleneck. --------------------------------------------------------------------------------,Security Challenges,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Strengths,"[Cross-Ministerial Coordination] The Ethiopian ATA's governance model included a Transformation Council chaired by the prime minister and involving ministers from various sectors (such as trade, transportation, and finance), which was key to ensuring cross-ministerial coordination necessary for agricultural advancement.",Inter-Ministerial Coordination,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Strengths,[Relationship Management] Strong relationship management and stakeholder engagement are highlighted as crucial non-financial aspects for focusing on the common good and effectively driving initiatives forward.,Relationship Management,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Strengths,"[Early Results Build Credibility] Achieving early, visible results (e.g., in direct seed marketing or soil mapping) was critical for the Ethiopian ATA to build credibility and momentum, demonstrating its value to the sector and helping to manage initial tensions with existing government structures.",Early Results Build Credibility,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Strengths,"[Inter-Ministerial Ownership] The government's ownership, particularly from both the Ministry of Agriculture and Ministry of Livestock and Fisheries, was a significant factor in the ATO's early success, as the initiative stemmed from their direct request to enhance delivery unit capacity. The agriculture master plan being managed by both agriculture-related ministries (rather than solely under the Prime Minister's Office as with previous plans) fostered a greater sense of ownership and improved coordination.",Inter-Ministerial Ownership,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Strengths,"[Ministry Support during Crisis] Even when the ATO faced severe internal challenges and resource limitations, the commitment from the ministry to the transformation agenda and their active support (e.g., providing working tools, engaging with other partners like the World Bank and Agra on behalf of the ATO) were crucial in sustaining efforts.",Ministry Support during Crisis,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Strengths,"[Collaborative Alignment] The ATO successfully collaborated with development partners such as Agra, the World Bank, and the Norwegian government by aligning the new agriculture master plan with existing initiatives like ASDP2, which helped to secure their continued support for the broader agenda.",Collaborative Approach,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Strengths,"[Unified Data System] A notable achievement was the development of a data management system within the Ministry of Agriculture, which harmonized data and information across various departments. This significantly improved coordination within the ministry and has been positively recognized, including in parliamentary sessions.",Unified Data System,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Strengths,"[Clear Communication Protocol] A clear communication protocol was established, stipulating that external communication requests intended for the Minister or Permanent Secretary should be channeled through the ATO within the country. This defined responsibility for stakeholder engagement and streamlined interactions.",Clear Communication Protocol,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Weakness,"[Partnership Decision Process] The AATI's multi-partner governance structure, involving the Gates Foundation, IFAD, McKenzie, and Agra, lacked a clear process for problem-solving and decision-making within the partnership, despite initial alignment on each institution's contributions.",Partnership Decision Process,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Weakness,"[Misaligned Expectations] The ATO faced significant challenges due to initial high expectations from government officials for the ATO to provide immediate direct financial support, partly stemming from prior promises made before the ATO's involvement. This led to a loss of credibility when the ATO could not fulfill these expectations, requiring active engagement and repeated presentations to clarify its coordinating and resource mobilization role. This was exacerbated by a ""donor support syndrome"" where large donors were perceived as direct funding sources.",Misaligned Expectations,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Weakness,"[Inter-Agency Power Dynamics] The introduction of the new agriculture master plan created challenges at the parliamentary level, including fears among employees of existing programs (like ASDP2) about job security. This required extensive engagement, persuasion, and advocacy through various steering committees to ensure understanding and collaboration between the new and existing initiatives.",Inter-Agency Power Dynamics,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Weakness,"[Resource-Driven Coordination Lags] Practical coordination was hampered by limited funds for operational activities like meeting allowances. This forced the ATO to frequently emphasize the intrinsic ""value of information"" over financial incentives to encourage participation from stakeholders.",Resource-Driven Coordination Lags,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Weakness,"[External Communication Breakdown] Poor communication between AATI (the external support entity) and the government exacerbated internal issues and significantly hindered the ATO's effectiveness. This created internal conflicts and contributed to a ""toxic environment"".",Misaligned External Communication,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Weakness,"[Erosion of Morale] A combination of structural, systemic, and leadership issues, compounded by internal conflicts and the ATO's inability to deliver effectively due to external hindrances, led to a significant drop in staff morale and the loss of valuable team members. This created a very challenging internal environment for coordination and progress.",Erosion of Morale,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Opportunity,"[Vertical & Horizontal Coordination] AATI aims for in-country Agricultural Transformation Offices (ATOs) to expand their work beyond just the Ministry of Agriculture, leveraging structures like working groups to ensure vertical and horizontal coordination across relevant ministries and sub-national levels in different country contexts.",Vertical & Horizontal Coordination,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Opportunity,"[Leveraging Analytical Skills] McKenzie's analytical skills and pro bono support were instrumental in conducting assessments for the Ethiopian ATA model and exploring potential structures, proving to be a valuable resource for expanding the ATA approach to other countries.",Leveraging Analytical Skills,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Opportunity,"[Multi-Partner Resource Leverage] The AATI's multi-partner governance involving the Gates Foundation, IFAD, McKenzie, and Agra, presents a significant opportunity to solve complex agricultural problems by pooling otherwise limited development resources through collaboration.",Multi-Partner Collaboration,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Stakeholder Coordination,Threat,"[Ego-Driven Obstacles] The presence of ""egos involved in this process"" is identified as a general threat to effective stakeholder coordination, potentially hindering the focus on the common good and requiring skilled relationship management to overcome. --------------------------------------------------------------------------------",Ego-Driven Obstacles,"""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,"[Strong Analytical Team] ATI has a ""small portion"" called analytics, which functions as a consulting unit supporting internal teams and ministries.",Strong Analytical Team,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,"[High-Quality Work] The quality of work from the analytics team is ""quite good"", even comparable to external consultants.",High-Quality Work,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,"[Local Staff Capacity] A major factor in the resilience of the analytics program is the ability to recruit, train, and promote highly skilled local staff, shifting away from heavy reliance on international consultants.",Local Staff Capacity,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,"[Data-Driven Evolution] The analytics team's database of studies illustrates the evolution of their work, showing a shift from outward-looking national policies to project implementation support.",Data-Driven Evolution,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,"[Unified Data System] Development of a data management system within the Ministry of Agriculture harmonized data and improved coordination, positively recognized in parliament.",Unified Data System,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,[McKenzie Analytical Support] McKenzie served as a consultant for analysis in Ethiopia and explored potential structures for ATA.,McKinsey Tools Kit,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,[Pro Bono Analytical Skills] McKenzie offers its analytical skills and pro bono support for expanding the ATA model.,Pro Bono Analytical Skills,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,[Evidence-Based Focus] Key lessons include the importance of evidence-based policy and implementation capacity for agricultural transformation.,Evidence-Based Policy,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,[McKenzie-led Consultations] McKenzie led stakeholder consultations to break down Tanzania's 2050 vision into 15 flagships for the agricultural development plan.,McKinsey Tools Kit,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,"[Problem-Solving Approach] ATA utilized a problem-solving approach, deep-diving into issues affecting smallholder farmers from beginning to end of the value chain.",Problem-Solving Focus,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,[Rigorous Analysis] Early years emphasized in-depth analysis and rigorous methodologies.,Rigorous Analysis,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,[Evidence-Based Policy] ATA aimed to address evidence-based policy-making.,Evidence-Based Policy,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,"[Actionable Research] ATI has a ""strong analytical team"" that conducts ""actionable research"" and diagnostic studies in collaboration with program teams.",Actionable Research,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,[Problem-Solving Mandate] ATI's mandate is to solve agricultural sector problems through study leading to innovative and scalable projects.,Problem-Solving Focus,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Analytics,Strengths,[Digitalization Efforts] ATI is working to digitalize data collection from lower levels.,Digitalization Efforts,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
